"","acreana","acrocephala","acuminata","alata","alba","aria","auristellae","bourgonii","brachyrhachis.aff","brachystachys","brachystachys.aff","brevialata","brevipes","capitata12","capitata33","capitata35","cayennensis","chartacea","cinnamomea","cocleensis","cordatoalata","coruscans","cylindrica","edulis","fastuosa","flagelliformis","fosteriana","glomeriflora","goldmanii","gracilifolia","grandiflora","heterophylla","huberi","ingoides","jenmanii","kursarii","LA17","LA41","LA48","lateriflora","laurina","leiocalycina","leiocalycina.aff","lomatophylla","longiflora","longipedunculata","loubryana","M18","M25","M27","M30","M71","marginata","melinonis","microcoma","multinervis","nobilis","nouragensis","obidensis","oerstediana","paraensis","pezizifera","pezizifera.aff","pitmanii","poeppigiana","punctata","retinocarpa","rubiginosa","ruiziana","sapindoides","sertulifera","setosa","spectabilis","splendens","stipularis","striata","suaveolens","subcapitata","T18","T21","T29","T50","T51","T82","T85","tenuistipula","thibaudiana","tomentosa","ulei","umbellifera","umbellifera.aff","umbratica","velutina","venusta","vera","virgultosa","vismiifolia","Zygia.mediana"
"acreana",1,0.266328497784035,0.124451063272718,0.233940999288428,0.191807783771973,0.106501089805602,0.235984949448449,0.119614136864516,0.195781933147462,0.104036070472575,0.191448618564531,0.169659291531032,0.116637463148959,0.227468196750633,0.172680209162843,0.224484970548565,0.216699889316362,0.256733421291611,0.144231374921287,0.204599643634708,0.305276904358446,0.157669676243684,0.214362328917529,0.276836043699771,0.233845172194586,0.233743982422574,0.195961019654537,0.178557452131551,0.169122936021184,0.250296210715903,0.168020761091249,0.108396669393707,0.226882040462306,0.229366881363956,0.150806441086905,0.159052442637631,0.172192708032296,0.130321271784154,0.172393539102179,0.137142815079758,0.144235555868703,0.207627575433456,0.206034166388293,0.17556477013222,0.214265524328537,0.202932134812196,0.148513891583767,0.251956966520263,0.214580864437643,0.11645005488555,0.129090057371072,0.165267541464031,0.185025972998507,0.163579256650086,0.190953350913116,0.218092926795325,0.253053203109065,0.201522681732492,0.110863244566218,0.246687207369125,0.237577852532468,0.257899746867304,0.183429754799786,0.199455551459997,0.21127314855063,0.230379895210392,0.110080425676067,0.240450005818191,0.126415736709197,0.230369348623807,0.210335099717443,0.235188728846239,0.192244531773684,0.187980897566879,0.133389064985866,0.266770551588249,0.162522691277709,0.14118748233082,0.203553814318519,0.125918936129014,0.138080835616688,0.136157441539161,0.207461918532663,0.185705489044934,0.090786948008926,0.154649305720584,0.230508412611136,0.205391345924139,0.124710324873092,0.188971117274884,0.216205152571211,0.147203282052126,0.216258212751725,0.266973519606357,0.189935879184315,0.0896294885890897,0.212275118886717,0.233777363778336
"acrocephala",0.266328497784035,1,0.153892932499056,0.281393003773503,0.179602568980148,0.104015409546522,0.257383266879625,0.129887256652723,0.192334678674646,0.206469763132149,0.201042484287699,0.290885238548038,0.117407390598799,0.238683599671116,0.150325546962297,0.189325819303478,0.252344302537809,0.527001306376176,0.132266126971184,0.212003271022088,0.29154510955088,0.202398191034477,0.243002408289034,0.272989260286223,0.221466701579431,0.22886740439006,0.313330346282773,0.205181994656457,0.167047293758927,0.29679590634508,0.147955016545261,0.085968860992754,0.231460329578011,0.287289100503875,0.167351644184445,0.156131665521723,0.138842277087259,0.120339748870817,0.13060891785856,0.138264874345339,0.15009747996018,0.222091099263488,0.279106016932249,0.153761684224558,0.270301359484073,0.282412182450492,0.115309222478617,0.2592934128944,0.179393928791057,0.109951898179568,0.128629039323062,0.180276865129369,0.234107660888783,0.235801031226812,0.155572508879111,0.24587359356881,0.252765254874065,0.195406113601892,0.104398334859407,0.305264782476185,0.305318249554208,0.266896592977061,0.169352054654361,0.176080271138461,0.211121265168012,0.218947060818522,0.225668041811913,0.270654041423463,0.12771539431977,0.327564418084382,0.198454475642258,0.287627981142046,0.210976777304103,0.187867947461947,0.303847252461779,0.292816328807573,0.15531349429441,0.134524288616096,0.215687574893459,0.154282388029723,0.130425394104338,0.171125180951945,0.282291951119058,0.204966667150026,0.107918981212707,0.186270481650835,0.247434051411382,0.168246159943778,0.106447282353609,0.153713698434255,0.287529877749086,0.153697894011572,0.227750596762039,0.351034166876409,0.211998511340982,0.106381179819006,0.266932660607961,0.185667448947758
"acuminata",0.124451063272718,0.153892932499056,1,0.132551609085285,0.137360350710312,0.131470065487463,0.148023807226409,0.0675894711935053,0.201124938864265,0.105265430640652,0.126303753148756,0.110734752141468,0.113864256206916,0.1934864880248,0.158534066186111,0.157692041971533,0.142403853370269,0.147785352263315,0.141419585265235,0.221074520759622,0.170207134901452,0.133989148017268,0.189637934617265,0.176847994432887,0.25159226161064,0.144056276752566,0.130312142028528,0.14175916560361,0.181926323490088,0.190151708086995,0.162526334082488,0.0987777669356172,0.153676090085154,0.156760012733437,0.130639294301505,0.158103504898314,0.117530449584416,0.116836137308217,0.159250660205605,0.104240757553174,0.129510525817799,0.150500608836472,0.126736170496934,0.198812033218388,0.144388263971526,0.129563612747116,0.0730262425449691,0.202901358649647,0.159697788548787,0.115149214622609,0.180595069168159,0.151028611675119,0.185471335794582,0.122676321471657,0.15639197734626,0.134273062253211,0.122139014290873,0.145620592075087,0.108326184230987,0.155047989623733,0.175848973995925,0.150218658815928,0.163085950037551,0.140457043344173,0.219131199939997,0.16764854156582,0.0809911221257996,0.152704434064567,0.0727697368441737,0.147272731884905,0.145054855414895,0.134833657214796,0.169219597514888,0.121676998228836,0.0913700873120354,0.155165779744965,0.122732669951797,0.188210719881487,0.145571654409949,0.082296481453806,0.134304178761079,0.0766071450773556,0.133941885548154,0.185010865436415,0.131651835299789,0.183549692601396,0.148144752540246,0.13774651378482,0.10372412362164,0.131746062919695,0.155913879652975,0.10888743971341,0.123091329996051,0.161803371737659,0.186091737943547,0.0593750140173816,0.138194860279715,0.151033353519798
"alata",0.233940999288428,0.281393003773503,0.132551609085285,1,0.191886999361364,0.133711100478119,0.258377894307438,0.360524419595051,0.214979088247118,0.155388857001082,0.178951064978163,0.234635208870032,0.11203949241787,0.251895174185077,0.154609219465896,0.233836037944555,0.298403669783749,0.291519765492776,0.151110529509189,0.209225227436996,0.258781483703835,0.152063229711567,0.197240065333976,0.271005838460716,0.212348013757682,0.206857651928065,0.193359287010266,0.179972109446869,0.151858897523703,0.268937550352247,0.182996579637966,0.0951414247301775,0.196054687640215,0.248296632368913,0.142730543673173,0.17206538415705,0.170217461102899,0.142956422171223,0.158047833692938,0.145285482203716,0.160331447440182,0.295793970250769,0.282285019346194,0.152954381688208,0.249912193121791,0.302746025458207,0.140230715515549,0.253155811801101,0.180703534565172,0.109141646851883,0.125590560437659,0.172091746297942,0.171410764559205,0.182464849196491,0.178600025467051,0.211377284408277,0.302881657525154,0.178362228374209,0.0898723243091473,0.26681430366777,0.261376272442285,0.280306559394077,0.245743207292501,0.18148557372134,0.199773823313404,0.245321029114652,0.165930428813486,0.266110172158184,0.328880022644947,0.234835883828887,0.248896526996331,0.244423357140397,0.179307802862028,0.250823414147994,0.152521090014958,0.254242912891097,0.19803782273358,0.145332907617112,0.19384546347553,0.356464089389184,0.133120035841289,0.368450468736534,0.236490074038129,0.183464254005746,0.119600080181976,0.160511145384077,0.225676420930915,0.163003617821022,0.131586661303066,0.158646335697402,0.241760662409167,0.136208052437456,0.230451250842129,0.362014996271234,0.268268206685669,0.0527692651911289,0.252130042163385,0.201231077037449
"alba",0.191807783771973,0.179602568980148,0.137360350710312,0.191886999361364,1,0.0984727717001315,0.220787671947263,0.112092201789849,0.170884575095024,0.249639670665255,0.216341518535073,0.260215708688197,0.2068886887189,0.166697291314124,0.151504495543038,0.137863598508494,0.122051969855473,0.204571377421778,0.130204824258037,0.142113262925243,0.248462421337912,0.156620860763352,0.173832360244904,0.177010854325155,0.154164956237976,0.236738468141735,0.139245675653673,0.132143554690568,0.136058745778836,0.155382411007601,0.125252364956011,0.189648054168781,0.202672713033971,0.182291066785357,0.273934267464683,0.149012825442414,0.128621580377216,0.12212883649256,0.113664342954474,0.107392992163797,0.278781973896551,0.152374031381845,0.157654531434828,0.143496824651534,0.13034924772788,0.184600399662859,0.197798198848135,0.142790988740687,0.249407063140645,0.207490398496371,0.116809370315673,0.150012057399911,0.172757615330389,0.156133774126645,0.112404177171405,0.111775553007189,0.19364090055495,0.151742981137822,0.222563852073564,0.15823771028284,0.154705416778231,0.183457932045041,0.142484603175579,0.178971516184179,0.188314812697911,0.163896854321171,0.132721671272993,0.167051589681772,0.111437525078637,0.24346916221414,0.227569979313923,0.125632035623896,0.223857405469756,0.131963143954793,0.13156186432173,0.169856124676172,0.154429494525543,0.115530157047304,0.116336409589795,0.120098135980009,0.132341492603765,0.154307026243997,0.107936521872904,0.152979427848443,0.081022544174023,0.126491721126073,0.147456484866146,0.127080914657778,0.0853811107296894,0.256294065250953,0.134886234430335,0.228591903081676,0.116255187466528,0.207182978557696,0.126331450814676,0.154808365055672,0.175353189472294,0.195253259976074
"aria",0.106501089805602,0.104015409546522,0.131470065487463,0.133711100478119,0.0984727717001315,1,0.127507772265417,0.0615028976486661,0.149122937155021,0.0773384254993453,0.0891283363410507,0.0896412394657391,0.113831515604938,0.156305328762889,0.240476300088273,0.16544925458197,0.133714318947609,0.166347885399381,0.126548605810234,0.14243459898833,0.111393990884283,0.075207445033606,0.142876149022253,0.126574076911019,0.166870137269093,0.0987064897026814,0.08816598957583,0.101963574846137,0.128973781160417,0.14153280583382,0.155927973894514,0.0652546768425851,0.115069944325073,0.113888437997781,0.0837683622149816,0.13096826032975,0.113442862823619,0.0855282014913254,0.154731911719002,0.0905160037679112,0.107902388090528,0.146095963059523,0.133184604178221,0.153080387751592,0.136210902698167,0.0958030850606098,0.0560329532413904,0.198532344848815,0.122089492025487,0.0998300626934514,0.178538678260498,0.128659586528573,0.132428195073412,0.0715816797903091,0.165700198081552,0.114920595617531,0.0964598117761647,0.093856644898735,0.0790356606490163,0.123369341273725,0.124869284086171,0.131439174947231,0.151638105562982,0.11372958568577,0.175835640373374,0.127178729477252,0.0549826631035618,0.122476437111594,0.0675810213162472,0.0927513335451808,0.110429677073665,0.0942478189874856,0.102973797926017,0.115832340753386,0.0669965567233222,0.123674993290829,0.0808317619063892,0.153023579327815,0.116751029082529,0.0573432944527027,0.325085154529408,0.0512846527011644,0.125099483238299,0.134493576991583,0.114720154554405,0.127064236449221,0.1598634184217,0.10320159022925,0.0706655426313744,0.123408120198208,0.128083668521953,0.0783503348847158,0.130883403978449,0.117204223511713,0.168095230567675,0.031179674363814,0.112662040574313,0.10407039679336
"auristellae",0.235984949448449,0.257383266879625,0.148023807226409,0.258377894307438,0.220787671947263,0.127507772265417,1,0.138697811599368,0.203575329825886,0.16994504876572,0.158783036145325,0.187746001921658,0.118479124976608,0.235365543482799,0.185353466944358,0.233820057397805,0.16954388880496,0.317755482408949,0.154460295593692,0.191126624858108,0.253593891273375,0.21594904357646,0.27501195475603,0.264350317040363,0.181567056687113,0.180333353990487,0.194171025936696,0.179425415079874,0.175661256136946,0.249699764123967,0.193905060535861,0.0944450427824294,0.266924039696987,0.234024702612978,0.185735321078292,0.193141548801366,0.20397540434926,0.153885606365974,0.149712157518172,0.140934941211494,0.181183663779199,0.205638365901424,0.236587455355606,0.154527485881429,0.211091043607402,0.235125438467403,0.141617204228987,0.199816037058989,0.164747871195474,0.111878821573858,0.144464689815603,0.193308562655291,0.248192203551862,0.194998451259227,0.138522313381706,0.17233799169901,0.270494537411107,0.175593515519457,0.127811616212098,0.214498680608207,0.244127503203715,0.216198851760881,0.177418049956142,0.247071291076205,0.23417767964484,0.200232246811199,0.162227405902876,0.232539996824506,0.158664646773327,0.257629965338172,0.184084914441318,0.201175325903974,0.243931128407086,0.154298372316694,0.197546279532028,0.241131076817794,0.236501608583914,0.146925367394639,0.169751261242057,0.1506292770913,0.158055872738178,0.18723222147616,0.180713589590031,0.184976831007464,0.116961291776126,0.183706701156903,0.201249621131817,0.180327172267719,0.143553247354459,0.191525327292782,0.17364521717299,0.152259720697941,0.152477616197172,0.283369680614298,0.15555913733486,0.0627886802729018,0.214925274519322,0.272975177832964
"bourgonii",0.119614136864516,0.129887256652723,0.0675894711935053,0.360524419595051,0.112092201789849,0.0615028976486661,0.138697811599368,1,0.0911698971614682,0.154495122254802,0.0757621529603146,0.0982162829685689,0.0647927764034125,0.0921182746610986,0.0794066897488921,0.0995519088809528,0.0874516224593872,0.140666647132827,0.0802646226822605,0.0960235248487549,0.116001350990536,0.096847729139884,0.105485289756539,0.113074989323174,0.124430441307687,0.0871187379761248,0.0925949587985924,0.100472095941615,0.0750578504948214,0.121718052284723,0.0893944561841376,0.0439785674755854,0.092645067518224,0.101905322334523,0.0739453780553407,0.0838646015755314,0.09482430135646,0.0836991782069631,0.0766011057503965,0.0690163725902003,0.0892442215300219,0.0911638568870595,0.124483707219731,0.0731554053872851,0.0968226394494226,0.129051026252833,0.091225877388617,0.109795728304083,0.0939686284616232,0.05424309979353,0.0625407617765467,0.0901627924233727,0.0948086167877534,0.146055129981106,0.0824227343863685,0.0844270582301,0.154991361011159,0.0863158316660954,0.0502571416761684,0.109239632623613,0.109132492507424,0.0890922297587148,0.0826859531923436,0.106291477451361,0.123079069402561,0.0878367282588633,0.159563035143321,0.114477832291401,0.568445575202419,0.12711561547255,0.0885009318340639,0.0987398489403977,0.102629272618249,0.0723108593298084,0.162059557690094,0.103364561103289,0.12512931984607,0.0867572176276744,0.0921874301231961,0.507448886929801,0.0674256245495225,0.433550179470628,0.0858791122267125,0.0922145407989205,0.0459811116736574,0.0758237724771129,0.0873261746334926,0.0701534332279998,0.0759558033227549,0.0707938468389991,0.0856016102858439,0.0704172191104903,0.0804870004564045,0.144562454831712,0.0887808498019205,0.0308526588323757,0.115414859656709,0.108765867998983
"brachyrhachis.aff",0.195781933147462,0.192334678674646,0.201124938864265,0.214979088247118,0.170884575095024,0.149122937155021,0.203575329825886,0.0911698971614682,1,0.120549180062011,0.162219100991126,0.140896382579343,0.129003257658098,0.32845625529236,0.387562906876269,0.326212441074088,0.221769095544568,0.182023161518821,0.169048830926386,0.232949352673711,0.230420104030461,0.144025767995107,0.215712157097669,0.255313237041373,0.221186458816844,0.158823423571277,0.159701013454073,0.177277295588955,0.214990347308698,0.247350974553725,0.261542874945409,0.0945715208803513,0.207492712545812,0.242392753948865,0.176625287791761,0.246484534237309,0.130233495301663,0.107342627654283,0.184070112709681,0.134708430599265,0.175240321805461,0.239251029963038,0.181587901494314,0.202455900409534,0.234736080270825,0.184392863477392,0.117010234239786,0.25372678352755,0.183427863779597,0.135661415820548,0.185843835873344,0.193970817691082,0.250023754920726,0.121888002164703,0.196321905724602,0.201231060986238,0.194592404505447,0.168576395984144,0.154261007389036,0.203334122515312,0.2088511559323,0.252208665139503,0.202095253431611,0.195440860326137,0.215699385511815,0.233109999918273,0.098704690991887,0.206915587694953,0.0941959384681689,0.180269084971514,0.22027629302429,0.200919792607849,0.186792485711602,0.191383350474152,0.112100567987889,0.204758417431218,0.125317605101613,0.17734251536513,0.171187827081033,0.113557347590611,0.190833144348937,0.124902300346608,0.170395709621891,0.242744021117776,0.143506059207542,0.222072686719539,0.233063726958695,0.160658526955099,0.129368102907521,0.200788545435393,0.173661632841302,0.120655499847185,0.20207391955658,0.219334416062681,0.223031376322414,0.0595872231889269,0.165641626163529,0.216422800640446
"brachystachys",0.104036070472575,0.206469763132149,0.105265430640652,0.155388857001082,0.249639670665255,0.0773384254993453,0.16994504876572,0.154495122254802,0.120549180062011,1,0.300836080107695,0.409778721895263,0.165045831509064,0.123880806431517,0.0980592280028927,0.11196167075801,0.0858738895252684,0.197928214651502,0.0863177213554138,0.107244147979248,0.168177470200881,0.140793323250307,0.124638552615251,0.155919248301885,0.134643667162839,0.264267703326764,0.118691339809554,0.0829398605684755,0.0961076236598719,0.126772732469212,0.0783734572141868,0.285402124993609,0.104075340466448,0.17079021145367,0.326642740677002,0.114179927109977,0.079857704445055,0.105365371428146,0.118090240678665,0.0620114473122221,0.352654753740145,0.094407134845093,0.153439792950027,0.0921731010221171,0.0904748759295841,0.415106922038959,0.319085746459467,0.106665877796945,0.252436428747137,0.216462528203615,0.10600340442743,0.107725940640968,0.131959923322743,0.379893006330638,0.131996430535181,0.0847022098916064,0.162691888056668,0.108623361324931,0.222804234741901,0.13663583322305,0.113832141987498,0.0987224595163996,0.125430127209783,0.149653437285883,0.181363827778192,0.106971109584198,0.413359674363147,0.116085163069594,0.133566444119141,0.221536930892337,0.282719204847232,0.0825301316809469,0.175558537205908,0.0758107394761954,0.26468235243524,0.111105231195489,0.18148715719515,0.145120340825924,0.0835162089827099,0.132617543128889,0.0914974468207224,0.147531998796776,0.0818502776416924,0.0889672445331658,0.0723869384695964,0.101323703587902,0.087935674628931,0.104141058952974,0.0760775768576359,0.214241063205647,0.101286394369097,0.286162749045886,0.0807732474857055,0.384571432489034,0.152446137312536,0.264932491692892,0.146915933803019,0.12379693112732
