"","acreana","acrocephala","acuminata","alata","alba","aria","auristellae","bourgonii","brachyrhachis.aff","brachystachys","brachystachys.aff","brevialata","brevipes","capitata12","capitata33","capitata35","cayennensis","chartacea","cinnamomea","cocleensis","cordatoalata","coruscans","cylindrica","edulis","fastuosa","flagelliformis","fosteriana","glomeriflora","goldmanii","gracilifolia","grandiflora","heterophylla","huberi","ingoides","jenmanii","kursarii","LA17","LA41","LA48","lateriflora","laurina","leiocalycina","leiocalycina.aff","lomatophylla","longiflora","longipedunculata","loubryana","M18","M25","M27","M30","M71","marginata","melinonis","microcoma","multinervis","nobilis","nouragensis","obidensis","oerstediana","paraensis","pezizifera","pezizifera.aff","pitmanii","poeppigiana","punctata","retinocarpa","rubiginosa","ruiziana","sapindoides","sertulifera","setosa","spectabilis","splendens","stipularis","striata","suaveolens","subcapitata","T18","T21","T29","T50","T51","T82","T85","tenuistipula","thibaudiana","tomentosa","ulei","umbellifera","umbellifera.aff","umbratica","velutina","venusta","vera","virgultosa","vismiifolia","Zygia.mediana"
"acreana",1,0.190362327702431,0.0993567397247448,0.173887341547365,0.198860548482477,0.0995024979456742,0.169983906303227,0.103562475201406,0.161377300764556,0.157411104387628,0.133109668422129,0.152724714114906,0.118791634587775,0.185743772969397,0.215925382039684,0.188033764396733,0.143453229200634,0.236553968370569,0.126778886330145,0.118395901990965,0.207915763653133,0.23196653094581,0.248248061644261,0.170381811902157,0.221201628237798,0.100107646166767,0.110567074400134,0.17258585455272,0.107357507974499,0.132651807923027,0.16663724310856,0.123190961759044,0.320339794707916,0.165814381452414,0.168976834249394,0.145091775930879,0.18715935530373,0.114189595148667,0.131452030511093,0.15184255565974,0.128410704236459,0.24659833162518,0.116605676150761,0.187561501341469,0.142882307793974,0.110986465154257,0.155168526349075,0.14384407374646,0.22942582984436,0.125792023013059,0.118901832086846,0.200289513012423,0.179811285673468,0.09959885478165,0.353667217224736,0.123285798391114,0.159871538448022,0.157983363024956,0.168637866804846,0.204406818379446,0.168132984582345,0.203104651713418,0.121364369395408,0.232598045623398,0.235565648903541,0.198053114696372,0.160518788655266,0.240072780388679,0.179457719276831,0.206718893085366,0.151175855151671,0.0837328313188989,0.188732138590087,0.150080688859955,0.157677813747507,0.195947330384627,0.170117704362029,0.0924927400341451,0.14373292409446,0.196020110235204,0.224610427818322,0.16115282174845,0.113198955850434,0.148976101981981,0.102731309841405,0.142555862744588,0.174654985874486,0.110803096768264,0.0955107202682179,0.202807345727851,0.1821081956453,0.111134763032721,0.120810413263435,0.1738792771177,0.134107143292707,0.116125726757057,0.0815271477144171,0.227518698468319
"acrocephala",0.190362327702431,1,0.151892279798901,0.293707956585254,0.224725551792097,0.173259538898851,0.249933281631891,0.153804337149942,0.176983100008012,0.15681688902265,0.152534263339086,0.1216738469892,0.161555131961295,0.274129922047458,0.149468893776797,0.197549700822521,0.197729822113502,0.430806232473233,0.192125251808348,0.149681800549111,0.184395042123245,0.162942908113036,0.198198397107189,0.272099277675491,0.147811688114519,0.0905123733666237,0.145541943416875,0.221104282528211,0.12299392405889,0.173351305469171,0.247613517102425,0.135948660117942,0.24266748453141,0.18858156721688,0.169453987092817,0.181939187383737,0.213221619056371,0.158604909688616,0.148243269385468,0.200590447583819,0.100244057695222,0.193633600293601,0.173782289488659,0.25358277012759,0.207915878499563,0.139257980097855,0.175726464020328,0.146776859466133,0.149475626609664,0.161926692038424,0.178403850213002,0.110940945924649,0.302247833603596,0.282196984295427,0.166489227757645,0.180044319830324,0.1949944179648,0.174626445296195,0.15597773280888,0.223771656900281,0.190143373320675,0.269455922328813,0.100770862779294,0.138594930081964,0.223636532329523,0.301365592140759,0.120204958122527,0.238521886391625,0.209622738952806,0.261047826783195,0.165280302960498,0.115381056873426,0.190691767315718,0.198805717722597,0.236562593294661,0.214672196633825,0.163988848659546,0.128724557367076,0.169590570299494,0.254067824583431,0.173619406095129,0.197493835330699,0.143095302297939,0.217457561005864,0.148833397920899,0.165335217313748,0.244326417506086,0.117960605735192,0.108017325391493,0.203340579759192,0.161985405142977,0.166256639781429,0.133755650704939,0.213671804074929,0.167531391528746,0.107051057584756,0.107080919692135,0.235166302020864
"acuminata",0.0993567397247448,0.151892279798901,1,0.161501990963234,0.120184494768181,0.139540863926456,0.121845285582372,0.102725018269852,0.104088360666235,0.0863419603918114,0.114129034394908,0.0752869759940947,0.09813304289552,0.116503437989444,0.102982266099306,0.13301515343846,0.122111309065374,0.133356707737169,0.117433877056661,0.165038430966394,0.101978296873602,0.0969405070644813,0.104899293789448,0.197133065950928,0.0804551378765048,0.0785447506478072,0.11178040441249,0.117559494338687,0.0730326002151714,0.115882503827941,0.152482376256383,0.0890950712466522,0.125665306694832,0.101235188805155,0.104826753868626,0.109000641089943,0.112725745215987,0.119360369227687,0.0888489082203669,0.11088818291268,0.0638579604883708,0.200819174266688,0.100267980828224,0.132160132927471,0.239444396878907,0.116314479240893,0.0879985425967254,0.103780409641511,0.0946137263597668,0.147077210861476,0.105690274686641,0.0927055720710414,0.167512079135058,0.115894792831477,0.0839743810779621,0.159908050600747,0.117406580010194,0.123424726864274,0.100642909886634,0.125264049588285,0.115774488769605,0.116390563676622,0.0776546192714097,0.107630733942035,0.125453526499949,0.134842812495365,0.104503543833418,0.140584060813466,0.103739418988166,0.133874952271594,0.0950836403927128,0.0822106801675316,0.146909056215516,0.104073022287276,0.120278927728177,0.109321414857491,0.127415897497701,0.112368253321929,0.155080919157484,0.122339942685918,0.0954758660144267,0.133763508900189,0.0840349470727955,0.136417677522739,0.0843068729768589,0.110541513106721,0.160971566258075,0.106046414387394,0.111728857016909,0.127307365079383,0.0950152415527321,0.1061531675811,0.0768898645152506,0.13900921072405,0.137350245846519,0.0838964237870132,0.0735678538116963,0.144619245242014
"alata",0.173887341547365,0.293707956585254,0.161501990963234,1,0.214907205023731,0.160372171633289,0.297027455058051,0.156913728358368,0.204809678000912,0.16552915105442,0.146251469525449,0.125337724070349,0.138470964545791,0.223480976651609,0.157754194779534,0.232385033950467,0.194416547652504,0.348956235107265,0.225233665816766,0.156145138165618,0.148735058602037,0.169909130523184,0.207453630702592,0.246971665223378,0.133623916496402,0.149777897709822,0.13385107732552,0.213822485593046,0.0804637529998024,0.199659706547353,0.191285581412731,0.144630271217686,0.217573195614076,0.191931817688275,0.164550042022522,0.172149364283167,0.153791682245557,0.147814033873695,0.136873520349109,0.197920050074529,0.0837751637772782,0.204658228932227,0.148719167132041,0.226476721686276,0.217945719622445,0.130164923120918,0.175327267622261,0.155227916259503,0.112923648311144,0.172147057982527,0.13064451695521,0.105534365421264,0.210169936967112,0.205831081271743,0.125291086448734,0.162645264254037,0.237050681663518,0.16662140663621,0.17657441389362,0.210944896697623,0.187131162755935,0.252992123738518,0.193789812533913,0.116758000200045,0.238411844373457,0.322004242785159,0.137084162096786,0.234939841674538,0.193806062875369,0.291954085224609,0.184118118797149,0.140930446385052,0.182032128196356,0.187973905402932,0.194194105493134,0.171834993835688,0.16733579965531,0.14491375446597,0.159990634204042,0.215673312797106,0.131555469228784,0.188791078066277,0.133403904084838,0.210501841540416,0.149810418344656,0.193912216622041,0.226350407798229,0.125292225756589,0.113016180537939,0.186632441185324,0.129587724169353,0.152517132274369,0.13602188986143,0.183906762740608,0.174586321897754,0.111049248111491,0.114734796372436,0.205456344338163
"alba",0.198860548482477,0.224725551792097,0.120184494768181,0.214907205023731,1,0.16470898108574,0.240777260992679,0.183764354671733,0.169772885437893,0.34908797968108,0.272290036983132,0.256900432370565,0.290645282070098,0.24423633502893,0.195833752107568,0.220133995463671,0.184957852691111,0.234452603710623,0.15527939085477,0.132231602353241,0.146344638932665,0.310967114784732,0.277757087124666,0.272240622029044,0.134914015151981,0.207022798686358,0.146414576199445,0.26806495177811,0.102287116901919,0.155631473038637,0.204941482844966,0.333687922513289,0.185955705964807,0.306117895454131,0.394454594517386,0.195726827990719,0.255255284514082,0.139794154446984,0.121097978149819,0.270702009887816,0.20572200785243,0.238354761329227,0.188275666019854,0.247479534565578,0.19726908898236,0.128600715742069,0.303285977773532,0.184547685283688,0.263028276287116,0.305641581027935,0.152655783280264,0.105347982236674,0.313043730111387,0.118804496095851,0.156088906743863,0.171335424626686,0.261092504341626,0.223988708455219,0.263262725864444,0.310977811192718,0.226067169037185,0.256683805866285,0.1102501122885,0.121168953224271,0.207493553071907,0.273545669956031,0.188557643687173,0.268952033908816,0.208716389828483,0.3193150660969,0.339558804498317,0.0979732814923098,0.239994056506611,0.290143143129235,0.164812562907791,0.197066806268391,0.224412469178954,0.124401914477881,0.181149094173498,0.229477104558468,0.108414197391336,0.255776174376826,0.16244009018016,0.211290553473033,0.123025919786215,0.228136581061237,0.223454333345751,0.108442273236951,0.0982016068390685,0.26529077605599,0.154594762730481,0.245734403626596,0.186474902745147,0.220713178324918,0.185112711689128,0.279132863889478,0.100824443591792,0.228568136137454
"aria",0.0995024979456742,0.173259538898851,0.139540863926456,0.160372171633289,0.16470898108574,1,0.133992409478957,0.141273546618875,0.106407706230615,0.118177606321692,0.133792768561131,0.102097934753877,0.134649936372975,0.282942826378242,0.0910701773993477,0.136084051368468,0.189517525159162,0.176911831954238,0.14820624493072,0.117433263877087,0.0894277001733814,0.143614183377136,0.307871559840964,0.319708079050196,0.0858210769438092,0.0852292282489659,0.181637507893202,0.228324757709889,0.0736675775763523,0.137208129303601,0.146716194674933,0.125029066588829,0.134413079872994,0.193509678885797,0.131996805996335,0.179107443585904,0.132313771297899,0.185198325893293,0.122350931373188,0.175694923739101,0.0629165689720138,0.151539223588431,0.166662541231223,0.37296556614258,0.275322184243246,0.108363487555751,0.105117481735528,0.116256496267043,0.0760824906968111,0.160403011281189,0.247641514228149,0.0884114897946653,0.163238494670959,0.181085850637027,0.252212830303426,0.131602112020775,0.204375974745463,0.141049078944108,0.122631739458056,0.212431459364875,0.183360363603742,0.170350496906152,0.0593153348514171,0.0625135757408143,0.187709959821786,0.198852379094003,0.0923849046530814,0.150302914350715,0.218205002538191,0.169351008606654,0.110567751872641,0.0890277284527059,0.129574337800062,0.194573038336151,0.144249742788696,0.135535186386006,0.112680357629632,0.135633685637284,0.152475186907611,0.144674518556384,0.0924483234878855,0.134762059581013,0.128105194300522,0.181623961266752,0.15106627077537,0.162178098663065,0.205675066202174,0.154245160950349,0.0916712986061606,0.125845981427159,0.0902601584956901,0.120932863429303,0.154290405641139,0.155702957879414,0.180155304557836,0.0894762698633813,0.0791545342013323,0.133982540460598
"auristellae",0.169983906303227,0.249933281631891,0.121845285582372,0.297027455058051,0.240777260992679,0.133992409478957,1,0.165644164165009,0.172185055325658,0.137634432514349,0.135412155287634,0.103044241623918,0.169122315229752,0.230414678826614,0.150552904621427,0.178591809748305,0.171742387854587,0.316472023380607,0.181106799285933,0.130923522518022,0.217724593802753,0.188821383162378,0.204344773336577,0.212766927647342,0.123608804142241,0.0986822721990183,0.152235246329331,0.25176676083521,0.077277988341951,0.162541359695078,0.174024339780356,0.152882210623669,0.198619270214366,0.176696687566299,0.208314512118806,0.152468839293952,0.153944351016008,0.15086545383648,0.133143616336804,0.178738752339759,0.0926555054464232,0.155542833078685,0.214166637310425,0.196445453661798,0.204827060893762,0.116906521258433,0.130862908934181,0.135879845969198,0.131702574034323,0.15059099481486,0.103194009020891,0.103124616948513,0.236751473731527,0.13771792475248,0.139357854367174,0.197262827082918,0.174781637759857,0.245358160487899,0.143212550893185,0.182936326799058,0.188309660264322,0.220135953971948,0.0877368050421307,0.136607179110512,0.228296403275466,0.214230787317824,0.130512156684028,0.250236966691535,0.156759055641788,0.272826748805268,0.174076843383149,0.103472264420732,0.206263066363538,0.239775469199551,0.192469956151649,0.159958510435201,0.199340309517407,0.11697492446218,0.150021419828941,0.202198399958991,0.127743972192726,0.201558620187699,0.162911510998202,0.229676686136021,0.158248926548834,0.241052170476359,0.198598492284202,0.121464588252923,0.112922974662751,0.199865830562956,0.135079795301243,0.128257078215053,0.203057185459017,0.201725655489634,0.225918507861074,0.11576281340649,0.0958199103200355,0.203646083247086
"bourgonii",0.103562475201406,0.153804337149942,0.102725018269852,0.156913728358368,0.183764354671733,0.141273546618875,0.165644164165009,1,0.140866954995774,0.114254656839336,0.109741805397714,0.0833272466203967,0.190496574276523,0.157239467278727,0.119955636119109,0.158535143397866,0.157068448783258,0.181707006434549,0.107086501244962,0.115353265289189,0.104526052990371,0.116254620080144,0.174674221145887,0.173866818903112,0.08910533603362,0.0923327983219114,0.118267750716145,0.127543228701066,0.0761806501341417,0.112482844516415,0.127205442614948,0.132300506381281,0.216096689170211,0.156300916914531,0.138277212523315,0.121221914909801,0.13671710101972,0.148182562816674,0.111761624156737,0.189113613678006,0.0667058091222882,0.129325912588738,0.134365977463081,0.175662512981063,0.118238831754146,0.0890420026648845,0.0936721318642696,0.117194864436427,0.118721453402061,0.149725065717329,0.0927635372095623,0.0928352462799838,0.180545193762585,0.0935490718524798,0.109364612352194,0.17583078821992,0.152543394868255,0.142539614254867,0.102295471835483,0.170629516263387,0.338707441002212,0.190853782897916,0.0745400028585376,0.0873026706013252,0.114662186688985,0.155600586138312,0.108698013908532,0.156888963645576,0.122143826817377,0.295196643684213,0.132090374652896,0.0875396595256492,0.127999873557665,0.159363003783759,0.104524797988548,0.124508018308115,0.113193575332792,0.104817074614342,0.130545742386081,0.151221465910167,0.100950667801963,0.206684763540662,0.200429451111849,0.126919783159813,0.0919758497864587,0.134225778258252,0.144816486249262,0.0782761957611953,0.0737464081218849,0.124081631748034,0.0948796708117271,0.1156481461974,0.0970239752361602,0.14648306931104,0.145763732346572,0.0848978623569321,0.0666025155162979,0.151446785220722
"brachyrhachis.aff",0.161377300764556,0.176983100008012,0.104088360666235,0.204809678000912,0.169772885437893,0.106407706230615,0.172185055325658,0.140866954995774,1,0.142448489084433,0.144132820205242,0.191342268861622,0.141657334963388,0.147344839325145,0.390924384957453,0.153239606214982,0.14952928762216,0.212063539037307,0.122475899600646,0.14181270847367,0.189603661188904,0.114516374492934,0.140192375147478,0.150555064065001,0.144093932608997,0.120334195756047,0.10170400234584,0.117688589633971,0.103746422193872,0.115027446759261,0.177978564453439,0.128778815660828,0.191852672900998,0.126185552081547,0.129534674195248,0.128979977446436,0.136559401137521,0.153515015099828,0.125682650147226,0.145805073884775,0.104029575283026,0.122235066621783,0.133117644149181,0.141209597029184,0.149211237939689,0.133605158339678,0.112198513241878,0.19122440494325,0.136423285090852,0.144554250367738,0.131170584935063,0.125724656101864,0.193907676866437,0.128373962815316,0.143686844273836,0.146974599660352,0.155229409049098,0.130102696614318,0.109217577628676,0.148732500608086,0.134107690317584,0.17273948205765,0.133853916679385,0.15170772012247,0.139173928973531,0.160044232643358,0.140680613697075,0.224914142148568,0.126646330665694,0.19768731270225,0.159887211011294,0.0936783506012326,0.15694713096217,0.132844366887822,0.113422999797177,0.166728464926075,0.119265523769835,0.1134979276456,0.14008163073145,0.175069534294277,0.295559301569202,0.17741638268618,0.138246936312666,0.134485656866214,0.110440523841931,0.121117836291596,0.128132240192458,0.12794226606268,0.109574981772171,0.175123558041646,0.158632767900736,0.143465940771,0.0899976139457336,0.161173006681736,0.127960585901741,0.095577797114382,0.0751471969725332,0.201415480409668
"brachystachys",0.157411104387628,0.15681688902265,0.0863419603918114,0.16552915105442,0.34908797968108,0.118177606321692,0.137634432514349,0.114254656839336,0.142448489084433,1,0.316059678468278,0.278999083555895,0.206462091525119,0.163371893051221,0.164181724844715,0.135997158703047,0.169878636604109,0.19286222176173,0.141155559237321,0.0923520181165303,0.105313061570012,0.168629614708074,0.16440546850065,0.213471001477861,0.149557173773701,0.254200858646309,0.163700945941045,0.219135142651525,0.0693783736078367,0.143068354012766,0.175284258411659,0.412513632530632,0.155060670808206,0.241694250911781,0.399844935898863,0.22291635273877,0.167720032386329,0.102638564758253,0.149654227193617,0.216916835159148,0.284365013059887,0.176027678307991,0.110495285248546,0.181916484251587,0.152747178189656,0.100827374072636,0.453354252215051,0.137786276486778,0.283403834463613,0.310633151818025,0.135003342619598,0.0900980202183405,0.197234783349781,0.107856179367242,0.114066760541207,0.113957433926319,0.207177253694604,0.141843294521612,0.290662591329319,0.254763209823705,0.180852344339012,0.220669776569312,0.0903314813138657,0.107988092091211,0.16041730668569,0.270569425834984,0.1296790982726,0.184263558427226,0.183711567436626,0.213445326206717,0.388628974126063,0.0905419749296778,0.192068162442372,0.248799583809753,0.122764976170556,0.172335998499029,0.184421814571469,0.100461348016425,0.133384627438128,0.18781967894676,0.150301357149002,0.20736979652832,0.12691972129039,0.156653088281538,0.0987044760958743,0.149346395991105,0.153808987356654,0.0714354546612958,0.0925217361689465,0.257084976525069,0.115924593432579,0.292984450553913,0.180734464041053,0.143517516039239,0.116342882796921,0.394413769657897,0.0772183604704785,0.188181256558914
