"","acreana","acrocephala","acuminata","alata","alba","aria","auristellae","bourgonii","brachyrhachis.aff","brachystachys","brachystachys.aff","brevialata","brevipes","capitata12","capitata33","capitata35","cayennensis","chartacea","cinnamomea","cocleensis","cordatoalata","coruscans","cylindrica","edulis","fastuosa","flagelliformis","fosteriana","glomeriflora","goldmanii","gracilifolia","grandiflora","heterophylla","huberi","ingoides","jenmanii","kursarii","LA17","LA41","LA48","lateriflora","laurina","leiocalycina","leiocalycina.aff","lomatophylla","longiflora","longipedunculata","loubryana","M18","M25","M27b","M30","M71","marginata","melinonis","microcoma","multinervis","nobilis","nouragensis","obidensis","oerstediana","paraensis","pezizifera","pezizifera.aff","pitmanii","poeppigiana","punctata","retinocarpa","rubiginosa","ruiziana","sapindoides","sertulifera","setosa","spectabilis","splendens","stipularis","striata","suaveolens","subcapitata","T18","T21","T29","T50","T51","T82","T85","tenuistipula","thibaudiana","tomentosa","ulei","umbellifera","umbellifera.aff","umbratica","velutina","venusta","vera","virgultosa","vismiifolia","Zygia mediana"
"acreana",1,0.203657950547958,0.130362690952187,0.233096237610252,0.258954886423495,0.156749569004985,0.239656518108719,0.2875662102831,0.254108873393306,0.125468074063055,0.156741100538225,0.146541349569505,0.21497897859976,0.160140314145704,0.247553409270183,0.184500637690323,0.228304592065337,0.229895723725473,0.188660533308072,0.143704967420104,0.250285602349154,0.170817307605005,0.204062477630337,0.247114781914761,0.259499123164382,0.161637165340214,0.208490822629564,0.198294516029538,0.237648319501431,0.176110501768045,0.223275188352147,0.197375566334228,0.211070201438684,0.20203828877051,0.202472668395922,0.149473644939794,0.161310966865974,0.133498329293939,0.166469240960623,0.238078563762259,0.141659803933581,0.204301603189575,0.204004415143865,0.245366414293791,0.1986242219455,0.224460784221011,0.149191707041428,0.175609026459126,0.169491884069985,0.12219564707785,0.15030831848695,0.18916435398874,0.193058635218352,0.161924101255617,0.213076215664886,0.176250169141981,0.25831922082533,0.192974076600626,0.190228997033201,0.265314987988176,0.214376436585719,0.249216690087433,0.201879885673948,0.196518258902037,0.197154420535067,0.198129501779313,0.180514550656714,0.276110802940975,0.152307672972879,0.260607002208359,0.188412019780778,0.195067162786794,0.161148713845233,0.153938547313183,0.229524913008649,0.235798583994778,0.182960634267237,0.126790585584987,0.166771179903261,0.218257459372018,0.267654924265739,0.247482857355348,0.19286512272136,0.160249306446507,0.120172155173852,0.130393752414947,0.227159102296988,0.222063963110896,0.15942170971626,0.250290344966173,0.14859601503049,0.160722269417817,0.137019333274992,0.187430716576319,0.191071200607857,0.10126406982636,0.0911738502403362,0.248266976886496
"acrocephala",0.203657950547958,1,0.132016152681855,0.209289997066254,0.19350565736953,0.148046878222232,0.246850687563236,0.2097199058126,0.23326471219546,0.125600386173449,0.186253252700895,0.156910349823767,0.174345411693357,0.168796429781459,0.210048122637732,0.16340848500431,0.14654161044079,0.187749070806397,0.164775933693762,0.168574000827382,0.248757715423426,0.176401462745349,0.14684418971751,0.21738677148008,0.153151010601025,0.143225470073893,0.223014711328147,0.226678951603784,0.231507816660674,0.170221717077639,0.213870963194783,0.145548808607734,0.197339604256463,0.188923385934042,0.185260539544121,0.133967830367562,0.144783958889983,0.116743769499403,0.179125853578783,0.167912804613245,0.164092830819576,0.191771096337958,0.205105532912208,0.196557514983847,0.16458689206819,0.193214401442469,0.122835504255221,0.203783728126985,0.176032316131651,0.138713228749664,0.152930669666074,0.146974095425687,0.251102522031559,0.129430456671826,0.16478437440043,0.166208834670604,0.146580817180311,0.215681417771573,0.182844998762023,0.169064199634088,0.25145340652605,0.218644479302251,0.244836707922313,0.188639519782977,0.146125907309825,0.264369488982477,0.165541473171574,0.23564552546181,0.140237013847954,0.23156246191215,0.16326877659151,0.141397308492595,0.168985485711745,0.141149200393864,0.206528967870636,0.241609549288017,0.154605751919594,0.129630124391327,0.175994833506514,0.229948869805602,0.229485860163876,0.230627615756061,0.156287316185437,0.194197055213685,0.154742874892835,0.153300591452311,0.174697845547519,0.206001719744647,0.111838928252286,0.225147584857848,0.131801282101706,0.142478917186964,0.117313049804451,0.190559646843127,0.183422240431099,0.0885168600091088,0.0789283142001361,0.282190903684707
"acuminata",0.130362690952187,0.132016152681855,1,0.163545556093665,0.196503052685361,0.0882110243079003,0.168678343396955,0.125628856528456,0.150740810676442,0.134309935508757,0.100299201865493,0.164341792480783,0.0998670213798957,0.149589809567754,0.132596664939311,0.0835635954938787,0.136309726681543,0.151923479263,0.120543822514992,0.108215282552535,0.152997335572306,0.118634433498478,0.211944635739263,0.198096110494292,0.102058314319728,0.0769444610122874,0.126469308928556,0.153068014339666,0.145670999110812,0.10692592713969,0.153635797791383,0.142508526890579,0.156192306612109,0.194766337602466,0.106068887583946,0.0882669478922068,0.100158411749781,0.0820181273213237,0.152352942692298,0.111535097928091,0.124290252670045,0.192278757706134,0.10609936330234,0.206942187568772,0.156830974186725,0.122053425968019,0.115011429504019,0.181811651043646,0.234264277091205,0.0892970758232306,0.120862431163516,0.218447793309275,0.15018956476941,0.165577027551047,0.134461977751828,0.106065503992004,0.185482498430859,0.124252957815336,0.131933955904495,0.121002486434288,0.245691100110907,0.164619826338699,0.192821711826056,0.182502885164254,0.137554489188839,0.143486438666969,0.121208049876512,0.130032965839326,0.0982428918041097,0.123489940585726,0.155246929975114,0.126858909776391,0.119072424672797,0.0874997169632516,0.120642621486994,0.129036981152617,0.11430831103478,0.160892395535898,0.0989144267270217,0.119529143319353,0.176165155128747,0.148834602524491,0.126909474018058,0.0829329631064618,0.0784026656679459,0.10661095766868,0.123893605198333,0.121895789017479,0.090603021576247,0.109921020151518,0.226412272948334,0.0951380676131922,0.0806624826882822,0.125780432872966,0.151487291499071,0.0972171313624889,0.0953286577911868,0.130746394440646
"alata",0.233096237610252,0.209289997066254,0.163545556093665,1,0.327357893583159,0.195554425726885,0.308874589916509,0.247647309331257,0.283851709577929,0.127619285000425,0.165412644590942,0.145755796994113,0.17171605084479,0.152050944100362,0.272278055292643,0.182615298324176,0.256025196835213,0.257236545495831,0.297824196175972,0.154910383786396,0.269445707357991,0.194821174640383,0.227078840830249,0.257919774368482,0.292578719399136,0.135405807385102,0.19619702707251,0.194359461618977,0.23344347946472,0.182560397119592,0.210085144073354,0.184927156317843,0.194277143825993,0.217224225744899,0.189104913804881,0.181963583547946,0.173319330232421,0.172101518226984,0.249708946450863,0.26882637989838,0.148833048295308,0.272881348434816,0.212389734565001,0.283342522378704,0.234827483615001,0.217641116074057,0.139602378735506,0.233192482519185,0.166610958606006,0.169053229359938,0.22836347717624,0.253762204651731,0.206865709227424,0.207710515698713,0.212416377977823,0.23553294913825,0.201650175916659,0.205655377552542,0.199351324339619,0.242314444810792,0.228785416921788,0.295858126533022,0.263708144383961,0.281770410977667,0.379056199265164,0.20451893174317,0.229763859391595,0.279847406155016,0.159776777705513,0.239024629480213,0.273578623020284,0.22322233629732,0.216189429239236,0.184973004135571,0.212952046881349,0.257364632049622,0.214986589145806,0.254951311290078,0.178318637342103,0.219630502495678,0.243902838471146,0.261257462993781,0.219285953211284,0.174700629210085,0.118789779830391,0.143604378881655,0.239376115891027,0.21903526584974,0.150211650684002,0.247244112231259,0.254424108919082,0.182019003394085,0.151881216876532,0.179312802442755,0.244433696090193,0.111671691693529,0.0752391753041316,0.212040843710287
"alba",0.258954886423495,0.19350565736953,0.196503052685361,0.327357893583159,1,0.187410272062461,0.320292722675254,0.234423459036921,0.276315651151301,0.242115921484908,0.243606568839223,0.256761732170202,0.262883359994375,0.158267098939499,0.281760695705943,0.171685348288026,0.249359105068587,0.296483487916993,0.248398684121783,0.133268232511634,0.257986537875912,0.171945169533343,0.244892043671473,0.261262097923342,0.199642500923588,0.249609814180837,0.213040385757184,0.202320882491323,0.226109875195642,0.179130911442511,0.192395496422604,0.285650457719389,0.215673534622918,0.242750614430328,0.27485642747855,0.146741654903248,0.164894011656991,0.155222756612991,0.181495011303711,0.252680537712408,0.25048831240635,0.316753589569617,0.231649755524456,0.296169651881097,0.224447926574338,0.188341400468421,0.232303197293654,0.198638939514397,0.277763819320054,0.249725854896996,0.178002953395285,0.286116992456451,0.214580906984589,0.253566037775982,0.196125635752881,0.22829902971839,0.187400165068092,0.239982703815618,0.293390941450178,0.235920767862714,0.23192728616282,0.295968004304925,0.24135173822315,0.201983148035886,0.245320418014618,0.203982485588029,0.208019472394114,0.275796088116176,0.150476350589513,0.222447510190118,0.372941297248537,0.185462837306837,0.164289650900544,0.161092988246411,0.228845902792302,0.23077780160397,0.20342752839389,0.199099943460126,0.174331614053666,0.25583351027223,0.27592310116999,0.260990286381782,0.21834107713058,0.170951774605739,0.130820210921858,0.129535412243305,0.286491496891979,0.220500574250475,0.142645460022931,0.358058595202305,0.252078910866427,0.281869343331498,0.169556600201285,0.138788152812567,0.2414073488135,0.188441640745606,0.0713342689258622,0.218221572203856
"aria",0.156749569004985,0.148046878222232,0.0882110243079003,0.195554425726885,0.187410272062461,1,0.195499314085186,0.213904098029835,0.335727443709966,0.0986485767404735,0.104889295327115,0.18868572163382,0.134756323689503,0.112191406590965,0.219608590569554,0.160771058916557,0.178371908679297,0.14932441067249,0.186127812039643,0.0827528035594121,0.238484527899962,0.139650603714889,0.149001512496757,0.142737145301538,0.173666012171991,0.115990329766473,0.161469253814124,0.118122583631013,0.215285084353888,0.162874115788016,0.156401005455049,0.11618660957045,0.116509208103869,0.178400193166987,0.140376305322192,0.141621047557384,0.184931899459398,0.137835114725758,0.125264456526198,0.143532056048114,0.0979251804407716,0.200921241663506,0.268173598828499,0.164019164316041,0.150007815820454,0.123373271174617,0.0999977151114329,0.127310488164828,0.172058335337044,0.106021859830167,0.126763084395232,0.21231260777427,0.149777463221039,0.123992053556362,0.128165035903969,0.169785615717843,0.135828421880228,0.241859796128191,0.182450721083391,0.174900825531847,0.180433152154333,0.186769667293154,0.211973654667385,0.117033070175523,0.173050575336374,0.144953144457624,0.438031692921086,0.198707629168702,0.106352016501658,0.152108243707077,0.147304519036801,0.157920438699502,0.120057815905119,0.186852133098154,0.1952273230257,0.190221513591082,0.228601154874544,0.13359190174231,0.115303224031073,0.213553010718311,0.198135542168788,0.125045091269862,0.192323428998743,0.13544867988971,0.0909009731635923,0.0970473266772997,0.213280125377411,0.359226490463798,0.108561029244459,0.227307443394456,0.153933883255615,0.174247296876102,0.198035871398381,0.121672361270912,0.146736944676954,0.0562791024159649,0.04661617512326,0.192012916831542
"auristellae",0.239656518108719,0.246850687563236,0.168678343396955,0.308874589916509,0.320292722675254,0.195499314085186,1,0.26431099111404,0.308592317056122,0.141865777951727,0.150254523743259,0.156307910505225,0.187964715772132,0.172682448439616,0.279664683075884,0.19777888875099,0.229298319539203,0.259841767961859,0.241707894104675,0.159993899211289,0.32116020025915,0.199618488707728,0.203827615881843,0.267818189586396,0.205666139919317,0.154570424638246,0.213825868320655,0.218420674649509,0.281955557809161,0.2064125317322,0.21269392011265,0.185739152405686,0.201201429012408,0.254627171871186,0.19560355953101,0.153008548531866,0.211310923442161,0.148388536523063,0.186361856262014,0.204684398742029,0.142985524109963,0.331992796663792,0.278254300590988,0.275643245955115,0.242298127841961,0.196484719399086,0.117018719181024,0.183460005808126,0.178220056713565,0.177859308684686,0.192470903373678,0.260781235266832,0.205902995949218,0.260880751820443,0.18785021492054,0.221007453529188,0.177366060887028,0.262520621319893,0.188064616631118,0.289115955081298,0.232936820169623,0.303678873209727,0.250568871328279,0.206660214666737,0.240376013117427,0.208811549227497,0.225122015898518,0.286777129955749,0.160309909904796,0.265744289533421,0.214027766398794,0.18345087054142,0.163038802544759,0.17103044191245,0.270230321139141,0.294674428954058,0.250214198377389,0.163462460264297,0.186844234697834,0.248434223259399,0.272116628767977,0.262929805297427,0.221691324816698,0.182256383929882,0.119023959075524,0.156300546574221,0.255746226845701,0.265320182285409,0.133753473723825,0.291345023471976,0.228967651448226,0.184634948707434,0.163206944173961,0.168972284600911,0.279106371970267,0.0790553041493179,0.0768926472221102,0.244519529557187
"bourgonii",0.2875662102831,0.2097199058126,0.125628856528456,0.247647309331257,0.234423459036921,0.213904098029835,0.26431099111404,1,0.307893007269165,0.1301991210388,0.120044494814174,0.168898667637201,0.20290513850077,0.140843973218282,0.28523187315004,0.177310460494087,0.19142983035266,0.219957007185218,0.205634473462474,0.120728272303258,0.2884318711118,0.151644113566393,0.168970029210863,0.256389741868873,0.236171041410614,0.127377868947533,0.213923351732933,0.173343491753556,0.249329368795502,0.175766876236017,0.203438426968625,0.186314653667287,0.216022618182909,0.182738938216969,0.188378339726121,0.16332893530254,0.159843133227283,0.142399039039756,0.19527934229212,0.193703639488391,0.129215081219673,0.26563368994897,0.237778426807186,0.204776820758789,0.195069871665983,0.195462937579679,0.133835748114534,0.167195221315696,0.183310056152584,0.121493632037805,0.161789638073039,0.213707330832101,0.242255597940844,0.15134630969796,0.164494752010578,0.19422807306399,0.178358408274468,0.215562512664125,0.201486729122136,0.270670486055367,0.214714051144117,0.261125571474055,0.224481510222433,0.187734227504193,0.186896879075124,0.212075728946869,0.203499822445328,0.265399908850931,0.124959402458965,0.246227864294211,0.182838893981676,0.199406618503391,0.158839658357055,0.192223401266752,0.238359661777944,0.248777166070247,0.203962405458654,0.143582398250582,0.149294276466551,0.236947696013953,0.251889803454825,0.21349915921776,0.196002005842603,0.162518763098335,0.113211247463499,0.118206382789034,0.211527653435845,0.273720602778889,0.121112374763435,0.245958837848474,0.163324023930551,0.17430127038224,0.142720290765247,0.135964389269586,0.207577376474523,0.0763049253809296,0.0677773134343614,0.248729105419024
"brachyrhachis.aff",0.254108873393306,0.23326471219546,0.150740810676442,0.283851709577929,0.276315651151301,0.335727443709966,0.308592317056122,0.307893007269165,1,0.171512832603371,0.161280375196705,0.252176963262308,0.201947209666246,0.192911889570578,0.321095159148754,0.209149028314444,0.246774662550462,0.220056778210438,0.224985433665063,0.165199019475541,0.38489810537675,0.167654198627515,0.188332734906114,0.246833294196067,0.204598601255119,0.1424673664361,0.301304516944929,0.224687816916165,0.335183101769602,0.277177970540357,0.229273565570556,0.175492301920533,0.198392217966974,0.291378397155069,0.266315093274583,0.165176941595395,0.223371594702,0.160765827569146,0.181333856794053,0.26421902655044,0.160809283162887,0.303087662044285,0.359734428175354,0.235248180305897,0.218882800527189,0.187476372869757,0.138842833844842,0.194909766710145,0.24256882792706,0.144768033939747,0.191105484749619,0.241645471578963,0.262280170729563,0.206268259976387,0.186773879890121,0.214640515698701,0.194453939310963,0.309402792617599,0.229315360901254,0.294554732144269,0.273997146702075,0.300432274066873,0.35018358115388,0.191355496409851,0.225028322126857,0.252670669972511,0.345207214881014,0.303869065059624,0.165529531919202,0.257136631045646,0.212033002882658,0.219391998107035,0.178512963427525,0.190859897771249,0.300493789549053,0.353189873300067,0.271072731894414,0.152487185010674,0.181918785243438,0.316602592437597,0.345427839110492,0.241280865590264,0.26302223142325,0.184679905122558,0.123502867797446,0.151003410416098,0.255527044305511,0.379239625274785,0.157964896090798,0.26570174250686,0.18412328383805,0.209736714479137,0.261006328669157,0.15986318193398,0.221260404038724,0.0847626238619454,0.076179985728963,0.317899772845577
"brachystachys",0.125468074063055,0.125600386173449,0.134309935508757,0.127619285000425,0.242115921484908,0.0986485767404735,0.141865777951727,0.1301991210388,0.171512832603371,1,0.308504451204273,0.552618485724939,0.239565309658057,0.187746469547503,0.124181546798847,0.113825099728665,0.0931709121811657,0.12569422234705,0.0967069366465653,0.1425100214452,0.146921356516567,0.117342862138408,0.117738340798525,0.129453257385462,0.0917011990934988,0.234032385948324,0.214518151484804,0.298308745684345,0.148974953674004,0.113072401655816,0.106409450982546,0.378397805594353,0.162894078392422,0.284351485710387,0.288130909083037,0.0706242337923321,0.0918317601663008,0.0573421065788864,0.143856107197493,0.131524941829426,0.338368191253622,0.121616872260673,0.170115101124245,0.144180811378997,0.129174093296582,0.100514738590735,0.348642441013847,0.284423340965359,0.535450269580737,0.215724787892621,0.070915337825513,0.113198101135996,0.374192884294725,0.101742242684906,0.10477373753845,0.101087343807981,0.337618714370005,0.116228563819935,0.345303343046687,0.161092789186112,0.194390686856748,0.211134579342061,0.248346122851965,0.215695310742451,0.0893064472166923,0.275797725752677,0.140950230522388,0.146081470583933,0.0832549507396654,0.131128006205746,0.316954184367063,0.104119886935476,0.149653621901194,0.0686907049022738,0.172072037013503,0.157024919289648,0.0970680988067821,0.1878829658054,0.0954375003776407,0.130935574424456,0.225492178602131,0.168398836214492,0.125563089755959,0.0908622088479193,0.0647122340633279,0.128375250736065,0.0957543955672662,0.141215449881635,0.0824599243673152,0.25432945616271,0.221503304168507,0.269722842967949,0.0877042219245937,0.137351887951502,0.101319916643837,0.388052459677557,0.118324407258218,0.17573824731901
