"","acreana","acrocephala","acuminata","alata","alba","aria","auristellae","bourgonii","brachyrhachis.aff","brachystachys","brachystachys.aff","brevialata","brevipes","capitata12","capitata33","capitata35","cayennensis","chartacea","cinnamomea","cocleensis","cordatoalata","coruscans","cylindrica","edulis","fastuosa","flagelliformis","fosteriana","glomeriflora","goldmanii","gracilifolia","grandiflora","heterophylla","huberi","ingoides","jenmanii","kursarii","LA17","LA41","LA48","lateriflora","laurina","leiocalycina","leiocalycina.aff","lomatophylla","longiflora","longipedunculata","loubryana","M18","M25","M27b","M30","M71","marginata","melinonis","microcoma","multinervis","nobilis","nouragensis","obidensis","oerstediana","paraensis","pezizifera","pezizifera.aff","pitmanii","poeppigiana","punctata","retinocarpa","rubiginosa","ruiziana","sapindoides","sertulifera","setosa","spectabilis","splendens","stipularis","striata","suaveolens","subcapitata","T18","T21","T29","T50","T51","T82","T85","tenuistipula","thibaudiana","tomentosa","ulei","umbellifera","umbellifera.aff","umbratica","velutina","venusta","vera","virgultosa","vismiifolia","Zygia mediana"
"acreana",1,0.264945441785278,0.201767359725893,0.294630927155506,0.203271980499126,0.180372603215804,0.246164233411985,0.181825212146028,0.173410958376624,0.134712948346789,0.131225342350884,0.154785536047943,0.181639190019266,0.189086869815831,0.23619261645745,0.19343249035518,0.213276485600073,0.178105211179665,0.131497732010335,0.163591767727687,0.25134744975389,0.222603260098798,0.263373845951806,0.23030301585611,0.182751296819505,0.0989419720977758,0.157487043626037,0.140682704102732,0.211347304112546,0.166439743818142,0.172410020478256,0.208432688200604,0.261764001868801,0.12800044959462,0.170129046082621,0.180842429145139,0.187435489057101,0.131563826231887,0.129100656654701,0.201112789991441,0.154147098066696,0.299416257340657,0.128170120290601,0.248706822599628,0.21527455457845,0.263604985204047,0.149560667076436,0.212150265950594,0.162928599198957,0.232383440990357,0.216949475695721,0.162898077145593,0.235220921050365,0.250558070292806,0.260559666359862,0.233955483753752,0.164690780232249,0.186168004562039,0.211856290953262,0.144743935645504,0.212676492963894,0.249489016253187,0.137688911971429,0.203333010311754,0.261761604807081,0.25962183626578,0.235971455559316,0.199442521321812,0.185428964362377,0.230550959857268,0.145065849987186,0.189944134770698,0.191299663363031,0.177042591861338,0.241404769934412,0.242866644502062,0.199698357022284,0.16069729511348,0.264872297844591,0.188597434694455,0.261690985802252,0.165893126716475,0.135887582037255,0.227720144316739,0.117129292655099,0.145621593086969,0.168002365342925,0.196547248199954,0.143470467308283,0.207734498249004,0.165173049608334,0.168715625401682,0.103653512855178,0.227006072093536,0.254476343656097,0.157089473221372,0.151596632908002,0.275214164839527
"acrocephala",0.264945441785278,1,0.440530619122396,0.375875558926206,0.298709014605063,0.159290894641253,0.28856746782319,0.205747449686317,0.179328485304534,0.127233157321842,0.223472814445763,0.126455344969282,0.205159435201638,0.225722563444353,0.310082291441805,0.295143210129227,0.195196054335553,0.23094353324897,0.138476942558268,0.143555412327922,0.303422215512352,0.261563069272264,0.239877456790078,0.29238537261046,0.200188876488235,0.0860515249207904,0.162828496633777,0.17120548033014,0.205264483847097,0.179309435918991,0.184941936508508,0.218684008699261,0.289596110982191,0.129027460536032,0.165592631670488,0.168727434341897,0.169366590190313,0.247266444348126,0.127533996659214,0.242234480592957,0.190985046318467,0.348208951881136,0.119055649430833,0.285768402199847,0.201891367611168,0.299089518304997,0.205075181090583,0.212982407391965,0.157298834401758,0.221167630239709,0.221794752247133,0.177354283583258,0.395616900842667,0.403410537116628,0.328502305118227,0.203952018211171,0.14920471355491,0.242358305742986,0.287288726477265,0.149930971553922,0.186266268825432,0.489960714647458,0.121772034274681,0.296103091228782,0.417589562477232,0.265864415291105,0.224905374578919,0.335856034411861,0.244817502613708,0.232245776850589,0.185116324174947,0.310332466911313,0.1982846911806,0.180071157141513,0.291527432171873,0.26595522551232,0.212526659286221,0.159795796331847,0.438265608370395,0.231265787198182,0.349554782377461,0.151943852834213,0.123911091994708,0.299230017331531,0.110589081183893,0.197292103868332,0.188403422991148,0.217882480196476,0.179649178119318,0.204071752414478,0.153020373751882,0.281059200921263,0.127552909833424,0.229822044019552,0.334425750927431,0.179514158315129,0.211836346776181,0.348495272422412
"acuminata",0.201767359725893,0.440530619122396,1,0.294733734166068,0.262075141479491,0.175686390558838,0.213268022485692,0.159361573081759,0.157629812222744,0.0924727414797842,0.155594840715848,0.077252179023083,0.14869411140868,0.143473872145876,0.289596947286222,0.235846537734555,0.176250361215528,0.181119901440507,0.112767348532532,0.109126079226532,0.195821747259952,0.189479300781354,0.196961601682919,0.262065669174033,0.216369689781582,0.0835251772630012,0.167081485762306,0.109149762390587,0.212885720010278,0.130947884556497,0.203544411168355,0.223548634105918,0.221581669322845,0.119245160688757,0.168120018836981,0.169039608697026,0.17120380221862,0.257215044108269,0.139815124573265,0.212586993221552,0.174124012079809,0.260787993688275,0.0989856749778898,0.271390002834036,0.167026540500262,0.304097782843658,0.129384636958256,0.209072896056473,0.0783076756630581,0.206316753965119,0.233975102937531,0.199362233906748,0.317488868729929,0.42244719427112,0.241428878995078,0.156922735123199,0.153064182414675,0.150376136816051,0.261180513616287,0.112610784722847,0.177914904499971,0.502667215008372,0.0987681323614135,0.208635619230378,0.419178293641066,0.201292097743436,0.208722302488194,0.31104012549022,0.260398442615207,0.190953568311335,0.155688980651785,0.258189569423507,0.147097739098726,0.173074618689653,0.198435131758857,0.245437638328991,0.172814229339016,0.126517962902773,0.412526787362065,0.18115634432241,0.283649161084953,0.123283115518171,0.108546822088092,0.270685967485012,0.112497967403137,0.198536554866399,0.132972657544496,0.211500373875119,0.156501803513698,0.173339644851892,0.160703098954148,0.213255848863058,0.121062390159822,0.156039702374405,0.323371436178462,0.170388650487566,0.134809259415609,0.235565797545607
"alata",0.294630927155506,0.375875558926206,0.294733734166068,1,0.285356520928215,0.168151537116731,0.323220800665371,0.225880509481743,0.225926189198652,0.170206466958835,0.163171068790602,0.179374457200227,0.22102697360431,0.246737866202016,0.274715947328209,0.250838070587971,0.208406987572402,0.262804822022837,0.212202629320521,0.162711467375849,0.334104385565441,0.290615048757259,0.253516090333553,0.341603345619682,0.211877660317653,0.119532514238093,0.174844732020012,0.191443995287831,0.227329046543724,0.226388699643011,0.204046315330416,0.262947205362075,0.332398541307433,0.157038116329058,0.200642969811244,0.168621728079476,0.196933505168448,0.215368501907455,0.14312640735483,0.232081077576893,0.222631566921116,0.369216463308495,0.134571332181105,0.279877003046314,0.230561683339727,0.27949917375026,0.186760365432825,0.23461939073144,0.185280993582096,0.244241350486831,0.229101192865532,0.180586860374901,0.399618211124964,0.322395231457041,0.338159984365228,0.257672915012358,0.166969589210314,0.190787944445867,0.247032971279126,0.174445983940026,0.196359501538572,0.354811652241167,0.16749016489777,0.253999511611545,0.324762285554334,0.313832393578717,0.234460105649193,0.363387041843649,0.248782062652701,0.280607130234133,0.160011328789356,0.309716888040802,0.215421345201051,0.18397979499631,0.29519080464698,0.323468111271605,0.204070628382255,0.1630845810038,0.333826982573536,0.250824618142362,0.305150869657967,0.175795042688253,0.157421462204503,0.278322920244942,0.135471773839121,0.174541151673494,0.227480595683913,0.196027658209225,0.186132583685936,0.217922470447705,0.181207922700506,0.226594258622994,0.0939174320776922,0.252549500319269,0.376789228795642,0.188060938432465,0.221198040743231,0.361089390257931
"alba",0.203271980499126,0.298709014605063,0.262075141479491,0.285356520928215,1,0.150854103048141,0.258171121798438,0.200485463361873,0.174129907777231,0.215551822766627,0.30418431187097,0.204027775368948,0.252749598093931,0.144579914057463,0.37265178868559,0.218125580643381,0.15458030731066,0.19988489669447,0.111563052549042,0.192747272140971,0.270218231529796,0.17975476886612,0.211355515630297,0.293378887918529,0.217929485914486,0.213811874067013,0.164218890407727,0.135977227141573,0.198939724338267,0.152764218184329,0.243225246641729,0.286911432987596,0.249208525468718,0.156480141737254,0.272483425212468,0.162818713695064,0.165504068860353,0.233315585574749,0.124688992122814,0.206032449524984,0.298713790855037,0.266385745972049,0.143446397800649,0.255886651268132,0.202354432987987,0.258957836774282,0.232933527694696,0.200874204532232,0.19514694620586,0.314991448337415,0.20567382382626,0.151173291095499,0.327053103201931,0.244701814860755,0.231683170868912,0.233363363503657,0.152952882582747,0.188347301154854,0.38310093065382,0.150931181018771,0.215608912191879,0.357922543380258,0.129747353131869,0.207680908730498,0.312259878243301,0.249285449753433,0.219601307600502,0.315699906297713,0.251173731087378,0.226701992348104,0.337362451571877,0.269731959121541,0.172870409272303,0.185082237850953,0.217137154451464,0.249391767257312,0.194191166291168,0.131947106855923,0.256012024760398,0.198598630833382,0.244873615560611,0.184411111409835,0.111222014503836,0.235742235113885,0.124003982282864,0.2533484609079,0.137058378059914,0.202855045708083,0.161455918727739,0.317182198250302,0.161725090381233,0.303008933753697,0.103168718152173,0.190567479846887,0.267517472307672,0.278618888464942,0.246435241071583,0.280586795667582
"aria",0.180372603215804,0.159290894641253,0.175686390558838,0.168151537116731,0.150854103048141,1,0.159812750116157,0.141981662744714,0.121004593395875,0.0977431116647408,0.128758043014485,0.0992106859669644,0.109943496242782,0.104549412350782,0.193644857590627,0.161610551635106,0.170229310354122,0.107632573381913,0.089505681947919,0.136563947371994,0.175214108940178,0.13356678297921,0.184933150921223,0.160214409486468,0.123695658488146,0.0739461871203786,0.161991101662572,0.126381057619456,0.156250853424379,0.121328292773218,0.14224155609781,0.147934682238177,0.176006684441728,0.120959165351562,0.138197586192053,0.148157903728142,0.209277850947971,0.134152601700807,0.144904712072206,0.150556675186779,0.125413391606929,0.181038902086993,0.110000138619773,0.137803895517269,0.149712292095967,0.18479541071286,0.124491056398369,0.174281324022911,0.0885173264637854,0.182306597759456,0.148454818175992,0.136802545099846,0.180924237069177,0.161082393027317,0.179077165934845,0.171772700378225,0.148451533323045,0.171234205207501,0.155140211252992,0.133798158326881,0.177377408346529,0.164664186260175,0.097388671265947,0.162104561879853,0.199330693236998,0.161616829604249,0.153278186174732,0.138993530487446,0.124838957590778,0.131159206741607,0.116457636059646,0.165744380499686,0.135640452789711,0.138326747198516,0.162606029294303,0.182676563114463,0.170719580345307,0.116737721362283,0.164106787043808,0.178783881024801,0.167953127100294,0.116901944522995,0.138178527748838,0.16565140766384,0.0777939438234058,0.122720974632666,0.139872478630669,0.141000216371672,0.217014070438376,0.133684086760057,0.154285252035098,0.155024171064722,0.083314754215325,0.151144166087445,0.147225679005955,0.157646809046597,0.106147888309795,0.155959145258745
"auristellae",0.246164233411985,0.28856746782319,0.213268022485692,0.323220800665371,0.258171121798438,0.159812750116157,1,0.203958426648973,0.243593030807345,0.167461028481584,0.157189553103564,0.189886586609808,0.205133306332783,0.279889271793717,0.326142091259095,0.237883958951333,0.175677439497157,0.285081018674452,0.168549944909111,0.175198053785728,0.335059223839867,0.326274371091837,0.275408137336218,0.334812023311655,0.19321643797667,0.127143680066342,0.187574600121569,0.18158592593206,0.20809423615804,0.279541171852949,0.187166482688678,0.206953920988912,0.296539267828355,0.15599674006286,0.172753382785245,0.170455683753184,0.193143063973668,0.190293261569832,0.116580253974478,0.212180273359982,0.188359318697334,0.323782207700323,0.158472686049146,0.218612153334677,0.184984926736783,0.233777506671996,0.154189714333283,0.219521263369178,0.222057567491891,0.249210794651772,0.185576564888327,0.158534920516058,0.318886857002935,0.265846709804873,0.294847407523821,0.263710396145596,0.169645708766155,0.277027637156622,0.280313953687765,0.164299957813016,0.181793009690221,0.279367531872404,0.146247112606551,0.259885388548847,0.270943290156662,0.279327321363357,0.226939584795285,0.3159846818729,0.242711299221624,0.273270595552437,0.192390069148141,0.260525902958367,0.266138367277695,0.155219412763915,0.266698634535693,0.287391163269721,0.172854407122472,0.179505954748909,0.249151809861284,0.251222174262199,0.294673636975378,0.192416303465213,0.156455336797741,0.247514679972674,0.150621667103935,0.179241474081735,0.312176990439719,0.184902256926442,0.187291080151489,0.195005941005755,0.153351904353376,0.17583631707904,0.0973145866334673,0.212594413581945,0.212811986444297,0.192686004397974,0.258397536075151,0.373045079131608
"bourgonii",0.181825212146028,0.205747449686317,0.159361573081759,0.225880509481743,0.200485463361873,0.141981662744714,0.203958426648973,1,0.153385164829335,0.09440465574407,0.106148688671011,0.121766078598275,0.143158471182324,0.137938144102184,0.191689173837184,0.159920733729077,0.146467121711703,0.176144314102749,0.105967497279297,0.147375602175421,0.177341833741143,0.158168693360466,0.26771846656576,0.198853763831317,0.163385588711538,0.0931871532689452,0.113563685851284,0.146182794714074,0.181161621537909,0.140917421906726,0.158187679933453,0.138185229797995,0.256163635807785,0.113289511115989,0.195911360228006,0.132060446522789,0.139046396945623,0.148381039455404,0.12074646415467,0.170657590543369,0.147841466537107,0.237549696557086,0.121670880533348,0.17786370601353,0.188882474993352,0.250193527213726,0.114667975131175,0.188417470407208,0.106154809561112,0.167304499070777,0.149143201854444,0.15591558248948,0.25498720130062,0.180199358859189,0.231772750034839,0.16748168161346,0.129430260360442,0.155316905509816,0.17794613972803,0.125198052367837,0.157035077752724,0.196783764391748,0.116272485174691,0.163878883255809,0.207239513690989,0.219188702197474,0.183601757878848,0.193901038849264,0.144437091203934,0.181177312921909,0.112810733915456,0.191373696439736,0.146844283748397,0.164682417458029,0.159903953455485,0.215206899561179,0.190811516338194,0.132768532199241,0.21823039362588,0.149792001704808,0.203993614615142,0.160742248830177,0.122050422067176,0.160449908029024,0.106055865995602,0.128717724453745,0.121527851051087,0.149868803954396,0.126356847450849,0.159355233977169,0.163456004579216,0.135199564172384,0.0818832862275649,0.164920314566221,0.185843490204809,0.113417869226568,0.132209929204676,0.185813999296482
"brachyrhachis.aff",0.173410958376624,0.179328485304534,0.157629812222744,0.225926189198652,0.174129907777231,0.121004593395875,0.243593030807345,0.153385164829335,1,0.205919935977709,0.113095579570849,0.220084724011217,0.176080666795469,0.465073764398491,0.162287961502459,0.144847128567425,0.141474497083785,0.291198441592635,0.225520174491684,0.155283145426347,0.184907584896017,0.418620016214317,0.170190456638189,0.194310489441177,0.113940912319275,0.113512423141563,0.109351033324717,0.149840619273185,0.158515627755241,0.493857841831363,0.118703419561288,0.167970654092993,0.180828827064368,0.100211067957411,0.126429227871808,0.0967850456040216,0.117741410666416,0.15417637157519,0.0848865823154358,0.133687731900514,0.1662487392025,0.204186716531026,0.123894205648878,0.152931429811993,0.14568355360187,0.159637390416362,0.162326821444631,0.163086430557606,0.41836004900259,0.158388549559803,0.146013262837078,0.109504625713868,0.230425407330614,0.166051493279742,0.186088710971801,0.159091506509146,0.127117557555222,0.181226240674295,0.127136305568657,0.149608561809452,0.112404963355073,0.165075005841255,0.111922723530509,0.139006138040931,0.14027091299317,0.212831705581517,0.144591317947714,0.214248613087624,0.162758025062442,0.246747688193252,0.095866380192775,0.170992993102557,0.24513058235572,0.129371806061468,0.176939379349579,0.170606560274074,0.145864972590303,0.108484161529638,0.173598253418645,0.215076513995851,0.179282519472069,0.12916193101518,0.135497746230977,0.151019865737821,0.149347147147223,0.0950868371092915,0.329348702814106,0.113460620770459,0.135486947915725,0.145590946595761,0.108190675699487,0.153082225200317,0.0574737212948035,0.145909848698496,0.137521507566869,0.127703366589032,0.203485733771112,0.315691195065059
"brachystachys",0.134712948346789,0.127233157321842,0.0924727414797842,0.170206466958835,0.215551822766627,0.0977431116647408,0.167461028481584,0.09440465574407,0.205919935977709,1,0.291364021553405,0.348475868645357,0.226544030538932,0.200109733033864,0.115032708510909,0.0808424330204394,0.148170507138377,0.166289044704033,0.119470910971344,0.097320691099908,0.144912223365819,0.20259342922625,0.113943721493817,0.125814702426225,0.095230732844528,0.247006358104641,0.100728118262986,0.108309561384609,0.11830563890847,0.198768802418153,0.0731099038460436,0.364360362143598,0.12996398156037,0.0779390843961461,0.266374587089989,0.0738840017524714,0.0926682643239999,0.131262907887936,0.0545152646506069,0.103385329632104,0.305805614691484,0.170160742283254,0.0969016872261749,0.105328180450904,0.105514218510882,0.0931256720704969,0.335682710684981,0.108277688296525,0.317333958198808,0.25415680063826,0.093712043540514,0.0830801886516179,0.161656325834986,0.142199189558256,0.124775290092458,0.134368483730445,0.0968195337808778,0.145710792773091,0.20363868465425,0.137636875451624,0.0942274251219186,0.101344495200302,0.0684462246966853,0.104117999497693,0.101369452523855,0.169569872468024,0.111913735116656,0.136375525280307,0.10093035306648,0.160869497092172,0.264045918944931,0.119802411749852,0.161510305216741,0.105258748883923,0.16259368714948,0.116597051285911,0.100464640350948,0.0705289694145927,0.116931839423962,0.156916076467262,0.116936784237318,0.110816726900478,0.1079209041195,0.0997116853237205,0.094860709656347,0.0706824331982834,0.150026320964776,0.0889797583333816,0.107297379889169,0.239564633406515,0.076808080071388,0.240478227220693,0.0403854745458269,0.0999048687345696,0.101642632098415,0.324471019690996,0.164980262652636,0.178980225091015
