"","acreana","acrocephala","acuminata","alata","alba","aria","auristellae","bourgonii","brachyrhachis.aff","brachystachys","brachystachys.aff","brevialata","brevipes","capitata12","capitata33","capitata35","cayennensis","chartacea","cinnamomea","cocleensis","cordatoalata","coruscans","cylindrica","edulis","fastuosa","flagelliformis","fosteriana","glomeriflora","goldmanii","gracilifolia","grandiflora","heterophylla","huberi","ingoides","jenmanii","kursarii","LA17","LA41","LA48","lateriflora","laurina","leiocalycina","leiocalycina.aff","lomatophylla","longiflora","longipedunculata","loubryana","M18","M25","M27b","M30","M71","marginata","melinonis","microcoma","multinervis","nobilis","nouragensis","obidensis","oerstediana","paraensis","pezizifera","pezizifera.aff","pitmanii","poeppigiana","punctata","retinocarpa","rubiginosa","ruiziana","sapindoides","sertulifera","setosa","spectabilis","splendens","stipularis","striata","suaveolens","subcapitata","T18","T21","T29","T50","T51","T82","T85","tenuistipula","thibaudiana","tomentosa","ulei","umbellifera","umbellifera.aff","umbratica","velutina","venusta","vera","virgultosa","vismiifolia","Zygia mediana"
"acreana",1,0.300544887922919,0.136843162747101,0.229661899801876,0.150445221448408,0.178947758167082,0.184063015909943,0.191523640340004,0.358875078422063,0.121499645051687,0.128458962858567,0.133501756051498,0.117348764647056,0.177274798270446,0.173428522868169,0.171847594791321,0.172426311532032,0.206857447866347,0.163449368177472,0.164727674886878,0.173204490180986,0.155097663732023,0.206131029509253,0.197836678920323,0.151375943022127,0.323387551136498,0.30359471249442,0.168033924660297,0.198530893071498,0.116475512348645,0.178125142301631,0.270077985923841,0.19379233957837,0.210811505767575,0.175958371487169,0.403741041158067,0.344414466969979,0.131083352173016,0.143361546645704,0.314255855974753,0.176809849172153,0.220738291877332,0.123249725468935,0.187791320130867,0.166297160868411,0.146675663302119,0.125448054421156,0.250034171289651,0.133133392400908,0.126416019680277,0.133957297350259,0.166819700075518,0.193418366582625,0.167286272092,0.152774929575604,0.115208269969414,0.194300586957814,0.101891268342049,0.178757127071768,0.162331658009417,0.328133868249344,0.31792723681599,0.189106708159058,0.178370119382533,0.207845390320541,0.192368593076267,0.170265951656554,0.231595340530697,0.344238117503468,0.336103084189559,0.121950418654638,0.200183766662165,0.158214565400964,0.153936708280267,0.149380933103722,0.172879844913634,0.144475163911922,0.124031026610183,0.138885512660014,0.170829605030359,0.130742790987078,0.281243594862828,0.167580029942829,0.179472282138763,0.131883047240755,0.151661426177085,0.150358502072389,0.181255498130516,0.12150851425355,0.18895527250768,0.144017989726468,0.164771230287661,0.134789065590479,0.161815973263795,0.147225779736296,0.110845732541708,0.168112036008506,0.168123338916347
"acrocephala",0.300544887922919,1,0.16941595418202,0.237271212562461,0.194777968946499,0.202231065611248,0.240731384305699,0.160395252601213,0.24813330568053,0.141178088209511,0.208496060287528,0.204868298044425,0.131117630946891,0.185550546609494,0.245650898597924,0.251625492186292,0.191706639169555,0.224770047345755,0.252850512087177,0.242748507001124,0.185213558705235,0.156476020706473,0.223598189120916,0.202312589227016,0.189269238503068,0.244472953807297,0.179579957887808,0.205419411286454,0.191254399118213,0.106781610526487,0.199849688932217,0.288201334006193,0.264200164438994,0.236760867107302,0.246108237394456,0.271685810931622,0.193455911610747,0.173039948087285,0.203637950706193,0.175397216615013,0.1920236087345,0.342343750473406,0.120404039874592,0.221574129030082,0.298468664540236,0.188242374652326,0.156785969352723,0.258494716996594,0.141330328381139,0.121238859456234,0.159699697357764,0.181310081055736,0.254134292754572,0.164344477401009,0.173897734667747,0.105465246530251,0.273662824248422,0.141002562803291,0.236737888466565,0.260582655365861,0.303677644850031,0.233093945860188,0.16220960159402,0.286360154355648,0.196867484817706,0.277197420389493,0.211126195556035,0.221839422973119,0.153044248102975,0.335573895360297,0.180888595690311,0.230440654760999,0.222509282717875,0.255589586523496,0.237205779601376,0.218727540501731,0.151927098229335,0.123539318042554,0.181306605396997,0.180957106452827,0.177351495899427,0.26218733183515,0.182024574977225,0.233823070403742,0.120984496015947,0.181000428001691,0.2320633407148,0.174157377354101,0.170442686755482,0.251471448995244,0.205457397792138,0.238677267426346,0.136282258101633,0.214009363832196,0.140817797523071,0.107135517920221,0.160118576009896,0.182726623343398
"acuminata",0.136843162747101,0.16941595418202,1,0.222455674381858,0.154631322326587,0.163853986201224,0.170177129194701,0.126279534765779,0.159551868566332,0.176296509614523,0.167942635330224,0.162113145232033,0.125329869469281,0.176482320513475,0.168969727403223,0.183309316638348,0.16658906772787,0.183671446762251,0.140203915516813,0.15792946882309,0.182210562308302,0.142843249687963,0.202175990135713,0.143252100815658,0.176782229958078,0.12076364121592,0.113775513238326,0.195211527442429,0.196242656802395,0.158540715281326,0.135696051178707,0.135404196998284,0.167953120765953,0.18173451157675,0.146407317448185,0.148286983137561,0.0680419936024992,0.122687968655195,0.158820812356742,0.12213858182344,0.173851780434478,0.18817891271782,0.132231482466556,0.195152865863467,0.168227922097348,0.197261553643699,0.128991422872875,0.16207349035311,0.136556217943265,0.107564046743619,0.157651730094189,0.181345204275914,0.157079135461264,0.146968397824611,0.144682614877433,0.106954013335475,0.185860417809033,0.155583784301976,0.175115265176577,0.150536440086663,0.194478645811444,0.177554025241201,0.145661408681956,0.157136413204186,0.125166317949457,0.192058115147374,0.154099470876336,0.162383672056269,0.0755400678420082,0.190593339645382,0.141591233013103,0.1913175946841,0.152940978471526,0.150869511377872,0.170759000391496,0.179873957953241,0.141308149518237,0.127173768590112,0.142466689313583,0.164312240447809,0.141720527156609,0.165078633153813,0.127672503224269,0.166465428895943,0.0848894431845239,0.181998219148872,0.166670214795612,0.145457069786962,0.15309575388091,0.14790683428277,0.151238612331711,0.17907576391716,0.127553317050899,0.169044621885509,0.121942736556271,0.094913340660407,0.0977377152607997,0.168016365989651
"alata",0.229661899801876,0.237271212562461,0.222455674381858,1,0.208809520498052,0.177326238951503,0.256009688097436,0.18963276843712,0.198631919538748,0.174119882597879,0.174375594292668,0.177507047976605,0.119701688775864,0.23085714856865,0.221345810440086,0.2393686353513,0.22052473703774,0.259298143041304,0.199362596219244,0.194233006180639,0.252317581155771,0.209308660376018,0.261525213145201,0.274718638972949,0.217090950896115,0.162262887449178,0.161430967509498,0.224503902263687,0.234374480360946,0.147329482393175,0.167001955648445,0.185831543086028,0.235554172197056,0.235999727655994,0.193620128739939,0.206557245990189,0.131498504085788,0.179437351752708,0.191485539550649,0.149613318755857,0.228261304149797,0.260813094403739,0.164116453769308,0.207057851665761,0.249215055124959,0.231547850414691,0.130301351985832,0.224214777727017,0.173029378116402,0.131122502156015,0.23004406537524,0.197212223207455,0.263791662408902,0.190936083213609,0.214494272230053,0.230200719755767,0.252000668533752,0.17173778441154,0.205496867685485,0.231110605794606,0.301373513169898,0.241634462123311,0.254674197795849,0.219829348735291,0.208773088499304,0.250686747522831,0.227741028918923,0.259164782355194,0.122831028490227,0.293212987936938,0.172776300767758,0.214183823273466,0.183573623080757,0.19516575698052,0.247836172020195,0.261951276428627,0.239660144322953,0.162773419631221,0.220559465854347,0.232874326697938,0.204679638376201,0.190911739248077,0.175088633297492,0.215346883204909,0.120692337491514,0.206894868523146,0.213723645132976,0.209779081112157,0.196152738052818,0.188525851370118,0.191785566270565,0.174210703060554,0.177406874672699,0.212933259150921,0.169562624138684,0.11606733494801,0.114249646783687,0.335973390916712
"alba",0.150445221448408,0.194777968946499,0.154631322326587,0.208809520498052,1,0.156143252559082,0.219339006597895,0.157788159023654,0.195665684059979,0.263766941376965,0.303383731773844,0.292820600490609,0.206910821062196,0.167334514354627,0.22097950447057,0.18548039741384,0.17551893520706,0.234225964340894,0.148487498011374,0.242498380702993,0.259053289552122,0.198149319782483,0.199780757566879,0.189896479486302,0.192931575257047,0.270391441963841,0.11400548975008,0.166690106246321,0.159080260710069,0.122037373127732,0.168429667304293,0.262816893812871,0.238077924056524,0.202771052166266,0.262689591096372,0.130553178034848,0.0928642997724277,0.169656057452658,0.187307500279733,0.102213487020986,0.288413118229373,0.250212078025275,0.117575708945109,0.210391003655453,0.23535970187246,0.160250737842843,0.2287699724743,0.284382278795328,0.274906304620714,0.233282450493082,0.140813439209474,0.191216875751442,0.216929864827,0.310309805354534,0.180375800703666,0.140748909831366,0.209433366717761,0.131977422565204,0.304013932232848,0.186335556482323,0.190399648700116,0.230443676906603,0.167251912702737,0.256189545230568,0.199463869653466,0.263561418454275,0.198213336653214,0.267140083140178,0.0850557680512856,0.251148205007091,0.255412234610999,0.218617129026773,0.198992756985875,0.183025539108089,0.20614223904076,0.179929507207088,0.156573659650364,0.133742768981706,0.169949909361225,0.299366842285244,0.211168377022112,0.219661513581483,0.131789524418274,0.187767012871404,0.0949879135161575,0.18681904980345,0.209686280356451,0.14998372836166,0.16191509221836,0.285698218444346,0.180868176727554,0.303746928656092,0.172570725553151,0.203279224912991,0.203968915590231,0.222339430912318,0.100001173968326,0.242345274948672
"aria",0.178947758167082,0.202231065611248,0.163853986201224,0.177326238951503,0.156143252559082,1,0.154101856144499,0.134331756248914,0.19459777375348,0.181917581867087,0.151678511862746,0.118011089594856,0.127144000062842,0.146828993068148,0.147517257467749,0.165894266031198,0.139993668121817,0.200784120209639,0.128605427062362,0.15173754663414,0.212223206545066,0.252714075603781,0.167851074246253,0.137166397597597,0.181637318116237,0.159116352793224,0.15821652252022,0.243366819012394,0.178326398082567,0.0942745675630914,0.124363630070477,0.20232575221616,0.169508301458526,0.16023530650682,0.170671714025973,0.186923144455548,0.10712683792054,0.114319476050652,0.166003650808017,0.124215065601302,0.125495830234806,0.196684269039315,0.128729359008495,0.163245846597702,0.154510450498494,0.15063485906408,0.105292754839168,0.167205164947609,0.106550548816669,0.116392197900384,0.13887629197064,0.153120857806417,0.16078804030278,0.133318549228573,0.233249918862018,0.100788507393716,0.162193600810018,0.129134301806596,0.156929315308692,0.143070223650346,0.228341583900831,0.175014738576066,0.160758949808839,0.175766024111405,0.150640932238808,0.191260883687367,0.147782875124836,0.156124559319383,0.104821693531024,0.202782196282612,0.13060489091735,0.15704012644325,0.137058440606719,0.132193438122986,0.131235232512046,0.141387799448987,0.130349701695665,0.113339331977057,0.128214161476774,0.16756291048112,0.112045267507698,0.179461230257951,0.140834452955957,0.137240321393852,0.089696632296407,0.139640040841711,0.148377261310384,0.159036800344108,0.144348645686139,0.166226789907243,0.139628536535371,0.175833171575294,0.118998579042582,0.165123640242812,0.120981342696634,0.096098178464414,0.135434746061614,0.157122957652824
"auristellae",0.184063015909943,0.240731384305699,0.170177129194701,0.256009688097436,0.219339006597895,0.154101856144499,1,0.244104834816096,0.272118800197179,0.148739207599416,0.284221008404622,0.284300771922409,0.125638943621368,0.232570132003444,0.337972616613278,0.312261589618688,0.2111182569122,0.25263836650218,0.306196956341397,0.237286650588516,0.367717077488478,0.193562821861272,0.333287432532368,0.285857159276505,0.261265570143214,0.221653511856333,0.133711726979314,0.283937816561113,0.183809203375012,0.155693356279879,0.180560617494042,0.166625738299921,0.418521571002972,0.318536924998203,0.219817300214902,0.137790830362517,0.0947712447915649,0.249003741731854,0.314922670936162,0.113801976343762,0.187745316015647,0.269943224885125,0.144847916808341,0.224563958960365,0.342527975114829,0.223108619559885,0.150432034527013,0.215711496276316,0.159905740560199,0.162055533372069,0.177804776813948,0.206721374835048,0.317085908279966,0.193130346072811,0.168130337656152,0.147783132157136,0.308647001478006,0.158750842752854,0.31194524776,0.222148681329935,0.22608367257549,0.22323799795222,0.18990417611161,0.346007359168811,0.229713681749049,0.377424999492403,0.27676432700732,0.307831053586493,0.100223676461522,0.285083189521061,0.305038632157333,0.350997470495301,0.258204303170618,0.259898426842796,0.315408679818642,0.21716915355515,0.188430313580722,0.152361558767153,0.19503783853914,0.220780631263433,0.214136648289261,0.23688219977068,0.138417281640818,0.349828404469411,0.0928824823313948,0.32236440869486,0.341237901306237,0.184414282717403,0.271728205900655,0.197885156362095,0.276452096133849,0.27538011187753,0.193386763885792,0.370096553318909,0.174384764901703,0.10742168049739,0.126799913548954,0.261940743875964
"bourgonii",0.191523640340004,0.160395252601213,0.126279534765779,0.18963276843712,0.157788159023654,0.134331756248914,0.244104834816096,1,0.187386006586253,0.122936346960077,0.145087910117773,0.146042857990273,0.100720353915628,0.187647469241613,0.188429842309479,0.161312490148542,0.141020071896635,0.184692738386283,0.149521098729304,0.171125269626723,0.189492741385565,0.206256522378832,0.193826287085936,0.222116559802416,0.168788471036432,0.128140939874337,0.10572014328614,0.203498697152313,0.181430763941244,0.1464417876526,0.152730096247905,0.126060100383105,0.200818288028264,0.195231874832327,0.14170330799151,0.12861528682232,0.115439877227799,0.144046626382476,0.173754670544329,0.107654332368153,0.136845800293408,0.193701436037761,0.157526010186949,0.174327893160488,0.221907069541372,0.218594457119933,0.0985123334489878,0.136538882179683,0.136339129576692,0.103152258064505,0.161394295670486,0.169695369201411,0.23444679205633,0.151183473451572,0.167547901130874,0.188467594229107,0.201618906671905,0.127619824045537,0.167709334727218,0.207834625725559,0.181476285794927,0.182101872297651,0.16451455753991,0.177220483964734,0.142795346137088,0.211095401344642,0.217331669776541,0.220556351168595,0.154758018725124,0.179995580215762,0.149995014194937,0.163025820543296,0.168532429305146,0.147024944971872,0.191432680460701,0.159303917639243,0.259032537098915,0.143162016063492,0.152373259241294,0.173649605889728,0.15621685382139,0.199373483671604,0.105855918880071,0.193269438622986,0.101449334873716,0.176697025956787,0.187591156601487,0.145630049985546,0.161743778077807,0.154505690307196,0.165381285838534,0.146486888687916,0.171475236451074,0.163354504192476,0.157953714071776,0.114170011052006,0.0955672627585956,0.185552841016297
"brachyrhachis.aff",0.358875078422063,0.24813330568053,0.159551868566332,0.198631919538748,0.195665684059979,0.19459777375348,0.272118800197179,0.187386006586253,1,0.12309100070305,0.269260720393424,0.266041161410146,0.119717459831526,0.197048447602463,0.288667865711865,0.209358027161309,0.194946292176045,0.239670903514155,0.254606825327687,0.229504504470352,0.250594075008673,0.15186632425251,0.3221684145681,0.224568594290552,0.241017847006849,0.315340376752239,0.256189008608799,0.231714996550031,0.172249539180288,0.10110002847128,0.179108840878641,0.22941021220652,0.265505464253292,0.283829122442653,0.246841949490473,0.234555181556263,0.281815384246724,0.197248616276158,0.265618724679645,0.174217714385998,0.228789134542591,0.246957406387083,0.126175797115778,0.258958318830281,0.216708816278547,0.148668968506441,0.14620914633167,0.29002028134161,0.146571960188599,0.173187392700189,0.145639661490367,0.200151930114679,0.271164814649363,0.160146920310477,0.142565532984401,0.122709516559872,0.186136512902894,0.124320157431162,0.317304372130037,0.152472160340533,0.252225172872071,0.32042862597589,0.15413135684069,0.282674801541298,0.215395472875167,0.243685080149115,0.239467757905438,0.240831452372637,0.187385198668844,0.364562995611991,0.231972832396958,0.313219270492697,0.247010986926876,0.194367658116295,0.227455432710678,0.164912656649489,0.15011298713928,0.138161794383294,0.148304472165648,0.17719772179004,0.144714825017851,0.256793076722425,0.168939200231305,0.302430304698425,0.115378639802915,0.310202724097492,0.275247432618975,0.224252470524157,0.272669932912719,0.196090545854717,0.227235074943805,0.303807745142604,0.166882390172261,0.247810002575565,0.177857981805704,0.120560530839092,0.15813526045648,0.221564888080056
"brachystachys",0.121499645051687,0.141178088209511,0.176296509614523,0.174119882597879,0.263766941376965,0.181917581867087,0.148739207599416,0.122936346960077,0.12309100070305,1,0.315699124647468,0.272235374704436,0.19529201413369,0.132263139431374,0.147597071091785,0.146238263123531,0.139274970066007,0.146547627479497,0.109352319533266,0.13115246195706,0.160384898835113,0.171878890690195,0.142406101251332,0.146402569829238,0.132226487671226,0.27116173632615,0.105429691027049,0.200443701295733,0.125211257951714,0.110775393501422,0.130017620718268,0.347497455228066,0.150542468395746,0.15620291624408,0.301380638414992,0.128844759723485,0.0593663287242476,0.122337788807461,0.115639999223539,0.108787077915758,0.337333015120828,0.146807667336234,0.0935059715166083,0.137583317637285,0.149050087948316,0.170722531852292,0.344697112488193,0.126966448604706,0.259808767024536,0.243048167369407,0.117792994369925,0.134036989868626,0.138338329932274,0.114391253052315,0.169125748702799,0.112956149505034,0.159219183482231,0.105437507937765,0.252543879660752,0.136547365394672,0.175701604722348,0.1353129847048,0.153427123677382,0.146739237368889,0.160371919924214,0.184240959536347,0.138559291851803,0.122269720268261,0.0631216664093001,0.161139810859765,0.327108212561654,0.129073220084547,0.116144232347261,0.134951700168525,0.134890925077553,0.136981951050541,0.1457713196205,0.10182032332488,0.138026941211346,0.124782445258209,0.128341697421489,0.189786156730492,0.0977071999246183,0.121558472639433,0.0881629343539907,0.118300305276045,0.130559976423983,0.14451748736408,0.11659745144075,0.257369978694103,0.144538256132682,0.308699676203728,0.10587221230853,0.131306814254124,0.101353797803591,0.343908676521353,0.080804462460188,0.14437588125691
